,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
4510,Marco Beltran,Reginaldo Vieira,Marco Beltran,0.41,0.0,0.10434782608695652,0.35,0.75,0.8956521739130435
4511,Alan Jouban,Belal Muhammad,Alan Jouban,0.5,0.0,0.35144927536231885,0.38,0.25,0.6485507246376812
4512,Vicente Luque,Alvaro Herrera Mendoza,Vicente Luque,0.46,0.8,1.0,0.46,0.0,0.0
4513,Russell Doane,Pedro Munhoz,Pedro Munhoz,0.43,0.0,0.2857142857142857,0.56,0.5,0.7142857142857143
4514,Roy Nelson,Derrick Lewis,Derrick Lewis,0.21,0.7,0.9965694682675815,0.5,0.0,0.003430531732418525
4515,Rafael Dos Anjos,Eddie Alvarez,Eddie Alvarez,0.29,0.0,0.5238095238095238,0.57,0.3333333333333333,0.47619047619047616
4516,Joe Duffy,Mitch Clarke,Joe Duffy,0.42,0.0,1.0,0.25,0.0,0.0
4517,John Makdessi,Mehdi Baghdad,John Makdessi,0.55,0.0,0.9375,0.31,0.0,0.0625
4518,Elias Theodorou,Sam Alvey,Elias Theodorou,0.26,0.0,0.5104166666666666,0.55,0.0,0.4895833333333333
4519,Rory MacDonald,Stephen Thompson,Stephen Thompson,0.4,0.0,0.06896551724137931,0.42,0.0,0.9310344827586207
4520,Jason Saggo,Leandro Silva,Jason Saggo,0.36,0.5,0.7335766423357665,0.47,0.6666666666666666,0.2664233576642336
4521,Tamdan McCrory,Krzysztof Jotko,Krzysztof Jotko,0.33,0.0,0.0,0.4,0.0,1.0
4522,Ali Bagautinov,Geane Herrera,Ali Bagautinov,0.72,0.625,0.9005328596802842,0.52,0.5,0.0994671403197158
4523,Valerie Letourneau,Joanne Wood,Joanne Wood,0.55,0.0,0.12027491408934708,0.55,0.5,0.8797250859106529
4524,Randa Markos,Jocelyn Jones-Lybarger,Randa Markos,0.35,0.16666666666666666,0.519650655021834,0.33,1.0,0.48034934497816595
4525,Colby Covington,Jonathan Meunier,Colby Covington,0.55,0.5555555555555556,1.0,0.69,0.0,0.0
4526,Donald Cerrone,Patrick Cote,Donald Cerrone,0.61,0.6666666666666666,1.0,0.49,0.0,0.0
4527,Olivier Aubin-Mercier,Thibault Gouti,Olivier Aubin-Mercier,0.72,0.375,0.9438669438669439,0.42,0.0,0.056133056133056136
4528,Misha Cirkunov,Ion Cutelaba,Misha Cirkunov,0.46,0.3333333333333333,0.8902439024390244,0.2,0.0,0.10975609756097561
4529,Steve Bosse,Sean O'Connell,Steve Bosse,0.54,0.3333333333333333,0.4576271186440678,0.5,0.0,0.5423728813559322
4530,Chris Beal,Joe Soto,Joe Soto,0.36,0.0,0.07913669064748201,0.34,0.14285714285714285,0.920863309352518
4531,Dan Henderson,Hector Lombard,Dan Henderson,0.41,0.0,0.014492753623188406,0.56,1.0,0.9855072463768116
4532,Cole Miller,Alex Caceres,Alex Caceres,0.25,1.0,0.45645645645645644,0.62,1.0,0.5435435435435435
4534,Jonathan Wilson,Henrique da Silva,Henrique da Silva,0.68,1.0,0.47398843930635837,0.59,0.0,0.5260115606936416
4535,Max Holloway,Ricardo Lamas,Max Holloway,0.5,0.0,0.6853146853146853,0.47,0.0,0.3146853146853147
4536,Marco Polo Reyes,Dong Hyun Ma,Marco Polo Reyes,0.45,0.0,0.4883720930232558,0.42,0.6666666666666666,0.5116279069767442
4537,Luke Rockhold,Michael Bisping,Michael Bisping,0.45,0.0,0.0,0.42,0.0,1.0
4538,Brian Ortega,Clay Guida,Brian Ortega,0.32,0.0,0.1111111111111111,0.32,0.0,0.8888888888888888
4539,Dominick Cruz,Urijah Faber,Dominick Cruz,0.33,0.42857142857142855,0.9493087557603687,0.21,0.16666666666666666,0.05069124423963134
4540,Dustin Poirier,King Green,Dustin Poirier,0.54,0.0,1.0,0.45,0.0,0.0
4541,Jessica Penne,Jessica Andrade,Jessica Andrade,0.29,0.0,0.0,0.57,0.0,1.0
4542,Beneil Dariush,James Vick,Beneil Dariush,0.65,0.0,0.7407407407407407,0.3,0.0,0.25925925925925924
4543,Sean Strickland,Tom Breese,Sean Strickland,0.35,0.0,0.6206896551724138,0.4,0.0,0.3793103448275862
4544,Joshua Burkman,Paul Felder,Paul Felder,0.41,0.5,0.737410071942446,0.43,0.0,0.26258992805755393
4545,Jorge Masvidal,Lorenz Larkin,Lorenz Larkin,0.39,0.5,0.565068493150685,0.36,0.5,0.4349315068493151
4546,Thomas Almeida,Cody Garbrandt,Cody Garbrandt,0.4,0.0,0.0,0.43,0.0,1.0
4547,Jake Collier,Alberto Uda,Jake Collier,0.5,0.2,0.6527196652719666,0.55,0.5,0.3472803347280335
4548,Erik Koch,Shane Campbell,Erik Koch,0.35,0.5,0.7975077881619937,0.61,0.0,0.20249221183800623
4549,Aljamain Sterling,Bryan Caraway,Bryan Caraway,0.5,0.3333333333333333,0.36900958466453676,0.29,0.5,0.6309904153354633
4550,Tarec Saffiedine,Rick Story,Rick Story,0.45,0.0,0.08185840707964602,0.52,0.0,0.918141592920354
4551,Chris de la Rocha,Adam Milstead,Adam Milstead,0.39,0.0,0.898989898989899,0.5,0.0,0.10101010101010101
4552,Renan Barao,Jeremy Stephens,Jeremy Stephens,0.31,0.2222222222222222,0.5102739726027398,0.39,0.0,0.4897260273972603
4553,Abel Trujillo,Jordan Rinaldi,Abel Trujillo,0.43,1.0,0.5126050420168067,0.31,0.2857142857142857,0.48739495798319327
4554,Sara McMann,Jessica Eye,Sara McMann,0.43,0.4,1.0,0.41,0.0,0.0
4555,Chris Camozzi,Vitor Miranda,Chris Camozzi,0.46,1.0,0.9601139601139601,0.29,0.5,0.039886039886039885
4556,Fabricio Werdum,Stipe Miocic,Stipe Miocic,0.45,0.0,0.0,0.64,0.0,1.0
4557,Demian Maia,Matt Brown,Demian Maia,0.85,0.3,0.9245524296675192,0.43,0.0,0.07544757033248081
4558,Thiago Santos,Nate Marquardt,Thiago Santos,0.53,0.0,1.0,0.53,0.0,0.0
4559,Warlley Alves,Bryan Barberena,Bryan Barberena,0.58,0.0,0.3582554517133956,0.51,0.0,0.6417445482866043
4561,Mauricio Rua,Corey Anderson,Mauricio Rua,0.47,0.0,0.036827195467422094,0.39,0.5,0.9631728045325779
4562,Jacare Souza,Vitor Belfort,Jacare Souza,0.7,0.3333333333333333,0.9896373056994818,0.8,0.0,0.010362694300518135
4563,Rogerio Nogueira,Patrick Cummins,Rogerio Nogueira,0.51,0.0,0.5217391304347826,0.33,0.0,0.4782608695652174
4564,John Lineker,Rob Font,John Lineker,0.43,0.5,0.9936305732484076,0.35,0.0,0.006369426751592357
4565,Renato Moicano,Zubaira Tukhugov,Renato Moicano,0.34,0.0,0.04201680672268908,0.25,0.375,0.957983193277311
4566,Francisco Trinaldo,Yancy Medeiros,Francisco Trinaldo,0.66,0.5,0.6895424836601307,0.31,0.0,0.3104575163398693
4567,Cristiane Justino,Leslie Smith,Cristiane Justino,0.65,0.0,1.0,0.22,0.0,0.0
4568,Nikita Krylov,Francimar Barroso,Nikita Krylov,0.65,0.0,0.7093023255813954,0.61,0.2857142857142857,0.29069767441860467
4569,Yuta Sasaki,Willie Gates,Yuta Sasaki,0.3,0.4,0.11056511056511056,0.4,0.0,0.8894348894348895
4570,Antonio Silva,Stefan Struve,Stefan Struve,0.0,0.0,0.1111111111111111,0.81,0.0,0.8888888888888888
4571,Rustam Khabilov,Chris Wade,Rustam Khabilov,0.68,0.6666666666666666,0.7101967799642218,0.43,0.0,0.2898032200357782
4572,Alistair Overeem,Andrei Arlovski,Alistair Overeem,0.76,1.0,0.626984126984127,0.48,0.0,0.373015873015873
4573,Jon Tuck,Josh Emmett,Josh Emmett,0.29,0.0,0.875,0.35,0.0,0.125
4574,Karolina Kowalkiewicz,Heather Clark,Karolina Kowalkiewicz,0.45,0.0,0.12790697674418605,0.46,0.0,0.872093023255814
4575,Yan Cabral,Reza Madadi,Reza Madadi,0.37,0.1,0.4846153846153846,0.39,0.5,0.5153846153846153
4576,Kyoji Horiguchi,Neil Seery,Kyoji Horiguchi,0.49,0.75,0.935656836461126,0.39,0.0,0.064343163538874
4577,Leon Edwards,Dominic Waters,Leon Edwards,0.68,0.6666666666666666,0.305111821086262,0.18,0.3333333333333333,0.694888178913738
4578,Magnus Cedenblad,Garreth McLellan,Magnus Cedenblad,0.47,0.0,1.0,0.36,0.0,0.0
4579,Albert Tumenov,Gunnar Nelson,Gunnar Nelson,0.56,0.0,0.0,0.65,1.0,1.0
4580,Germaine de Randamie,Anna Elmose,Germaine de Randamie,0.62,0.0,0.22972972972972974,0.6,0.0,0.7702702702702703
4581,Carla Esparza,Juliana Lima,Carla Esparza,0.66,0.7142857142857143,0.8110014104372355,0.6,0.0,0.18899858956276447
4582,Yair Rodriguez,Andre Fili,Yair Rodriguez,0.47,1.0,0.970954356846473,0.35,0.5,0.029045643153526972
4583,Danny Roberts,Dominique Steele,Danny Roberts,0.53,0.0,0.12404580152671756,0.45,0.42857142857142855,0.8759541984732825
4584,Marcos Rogerio de Lima,Clint Hester,Marcos Rogerio de Lima,0.7,0.0,1.0,0.0,0.0,0.0
4585,Efrain Escudero,Kevin Lee,Kevin Lee,0.61,0.14285714285714285,0.34190231362467866,0.4,0.25,0.6580976863753213
4586,Sergio Pettis,Chris Kelades,Sergio Pettis,0.54,0.2,0.7195121951219512,0.31,0.14285714285714285,0.2804878048780488
4587,Demetrious Johnson,Henry Cejudo,Demetrious Johnson,0.63,0.0,0.32653061224489793,0.35,1.0,0.673469387755102
4588,Anthony Pettis,Edson Barboza,Edson Barboza,0.36,0.0,0.0,0.44,0.0,0.0
4589,Robert Whittaker,Rafael Natal,Robert Whittaker,0.5,0.0,1.0,0.45,0.0,0.0
4590,Walt Harris,Cody East,Walt Harris,0.53,0.0,0.0,0.41,0.0,1.0
4591,Jon Jones,Ovince Saint Preux,Jon Jones,0.66,0.6,1.0,0.35,0.0,0.0
4592,Glaico Franca Moreira,James Vick,James Vick,0.34,0.4,0.8989071038251366,0.54,0.0,0.10109289617486339
4593,Elizeu Zaleski dos Santos,Omari Akhmedov,Elizeu Zaleski dos Santos,0.49,0.0,0.684,0.34,0.42857142857142855,0.316
4594,Khabib Nurmagomedov,Darrell Horcher,Khabib Nurmagomedov,0.71,0.6666666666666666,1.0,0.22,0.0,0.0
4595,John Dodson,Manvel Gamburyan,John Dodson,0.84,0.0,1.0,1.0,0.0,0.0
4596,Court McGee,Santiago Ponzinibbio,Santiago Ponzinibbio,0.36,0.0,0.6190476190476191,0.52,0.0,0.38095238095238093
4597,Glover Teixeira,Rashad Evans,Glover Teixeira,0.35,0.0,0.2222222222222222,0.5,0.0,0.7777777777777778
4598,Randy Brown,Michael Graves,Michael Graves,0.52,0.0,0.1585677749360614,0.5,0.2857142857142857,0.8414322250639387
4599,Bethe Correia,Raquel Pennington,Raquel Pennington,0.38,0.0,0.6648936170212766,0.57,0.0,0.3351063829787234
4600,Rose Namajunas,Tecia Pennington,Rose Namajunas,0.29,0.5,0.64,0.5,0.0,0.36
4601,Cub Swanson,Hacran Dias,Cub Swanson,0.56,0.0,1.0,0.41,0.0,0.0
4602,Beneil Dariush,Michael Chiesa,Michael Chiesa,0.5,0.25,0.4411764705882353,0.21,0.5,0.5588235294117647
4603,Oluwale Bamgbose,Cezar Ferreira,Cezar Ferreira,0.39,0.0,0.11612903225806452,0.44,0.6,0.8838709677419355
4604,Jared Cannonier,Cyril Asker,Jared Cannonier,0.79,0.0,0.13043478260869565,0.33,0.0,0.8695652173913043
4605,Ben Rothwell,Junior Dos Santos,Junior Dos Santos,0.36,0.0,0.3333333333333333,0.63,0.0,0.6666666666666666
4607,Timothy Johnson,Marcin Tybura,Timothy Johnson,0.35,0.0,0.7441860465116279,0.47,0.3333333333333333,0.2558139534883721
4608,Igor Pokrajac,Jan Blachowicz,Jan Blachowicz,0.47,0.0,0.2810271041369472,0.64,1.0,0.7189728958630528
4609,Maryna Moroz,Cristina Stanciu,Maryna Moroz,0.41,0.3333333333333333,0.5657894736842105,0.51,1.0,0.4342105263157895
4610,Nicolas Dalby,Zak Cummings,Zak Cummings,0.38,0.0,0.0319634703196347,0.35,0.3333333333333333,0.9680365296803652
4611,Filip Pejic,Damian Stasiak,Damian Stasiak,0.0,0.0,0.1774193548387097,0.66,1.0,0.8225806451612904
4612,Ian Entwistle,Alejandro Perez,Alejandro Perez,0.0,0.0,0.1092436974789916,0.71,0.0,0.8907563025210085
4613,Alessio Di Chirico,Bojan Velickovic,Bojan Velickovic,0.43,0.6666666666666666,0.3698630136986301,0.33,0.2,0.6301369863013698
4614,Derrick Lewis,Gabriel Gonzaga,Derrick Lewis,0.68,0.0,0.017937219730941704,0.71,0.16666666666666666,0.9820627802690582
4615,Robert Whiteford,Lucas Martins,Lucas Martins,0.45,0.25,1.0,0.34,0.0,0.0
4616,Francis Ngannou,Curtis Blaydes,Francis Ngannou,0.42,0.0,0.5422535211267606,0.41,0.3333333333333333,0.45774647887323944
4617,James Te Huna,Steve Bosse,Steve Bosse,0.14,0.0,0.0,0.41,0.0,1.0
4618,Bec Rawlings,Seo Hee Ham,Bec Rawlings,0.42,0.3333333333333333,0.8292011019283747,0.37,0.0,0.17079889807162535
4619,Brendan O'Reilly,Alan Jouban,Alan Jouban,0.47,1.0,0.575,0.8,0.0,0.425
4620,Richard Walsh,Viscardi Andrade,Viscardi Andrade,0.35,0.3333333333333333,0.21172022684310018,0.43,0.625,0.7882797731568998
4621,Jake Matthews,Johnny Case,Jake Matthews,0.31,0.0,0.2740740740740741,0.35,0.16666666666666666,0.725925925925926
4622,Alan Patrick,Damien Brown,Alan Patrick,0.64,0.7142857142857143,0.9536679536679536,0.6,0.3333333333333333,0.04633204633204633
4623,Ross Pearson,Chad Laprise,Ross Pearson,0.33,0.0,0.0,0.36,0.0,1.0
4624,Daniel Kelly,Antonio Carlos Junior,Daniel Kelly,0.42,0.0,0.1967654986522911,0.53,0.2222222222222222,0.8032345013477089
4625,Hector Lombard,Neil Magny,Neil Magny,0.75,0.3333333333333333,0.6650602409638554,0.75,0.5,0.3349397590361446
4626,Mark Hunt,Frank Mir,Mark Hunt,0.42,0.0,1.0,0.1,0.0,0.0
4627,Dan Hooker,Mark Eddiva,Dan Hooker,0.55,0.0,0.43333333333333335,0.5,0.0,0.5666666666666667
4628,Leslie Smith,Rin Nakai,Leslie Smith,0.34,0.0,0.005988023952095809,0.33,0.23076923076923078,0.9940119760479041
4629,Julian Erosa,Teruto Ishihara,Teruto Ishihara,0.36,1.0,0.8888888888888888,0.52,0.0,0.1111111111111111
4630,Gian Villante,Ilir Latifi,Ilir Latifi,0.33,0.0,0.03146853146853147,0.56,0.25,0.9685314685314685
4631,Jason Saggo,Justin Salas,Jason Saggo,0.57,0.0,0.7747252747252747,0.33,1.0,0.22527472527472528
4632,Erick Silva,Nordine Taleb,Nordine Taleb,0.34,0.0,0.0,0.52,1.0,1.0
4633,Amanda Nunes,Valentina Shevchenko,Amanda Nunes,0.48,0.3333333333333333,0.7793296089385475,0.41,1.0,0.2206703910614525
4634,Darren Elkins,Chas Skelly,Darren Elkins,0.67,0.6363636363636364,0.8923076923076924,0.37,0.0,0.1076923076923077
4635,Vitor Miranda,Marcelo Guimaraes,Vitor Miranda,0.64,0.0,0.008368200836820083,0.52,0.2,0.9916317991631799
4636,Corey Anderson,Tom Lawlor,Corey Anderson,0.35,0.25,0.9166666666666666,0.31,1.0,0.08333333333333333
4637,Holly Holm,Miesha Tate,Miesha Tate,0.41,0.0,0.14325842696629212,0.38,0.2222222222222222,0.8567415730337079
4638,Brandon Thatch,Siyar Bahadurzada,Siyar Bahadurzada,0.56,0.5,0.054924242424242424,0.6,1.0,0.9450757575757576
4639,Conor McGregor,Nate Diaz,Nate Diaz,0.43,0.0,0.3577981651376147,0.5,1.0,0.6422018348623854
4640,Diego Sanchez,Jim Miller,Diego Sanchez,0.38,0.2222222222222222,0.8961038961038961,0.48,0.0,0.1038961038961039
4641,Francisco Rivera,Brad Pickett,Brad Pickett,0.41,1.0,0.09545454545454546,0.28,0.6,0.9045454545454545
4643,Arnold Allen,Yaotzin Meza,Arnold Allen,0.3,1.0,0.6737967914438503,0.4,0.0,0.32620320855614976
4644,Teemu Packalen,Thibault Gouti,Teemu Packalen,0.54,0.0,1.0,0.0,0.0,0.0
4646,Tom Breese,Keita Nakamura,Tom Breese,0.54,0.0,0.6176,0.37,0.5,0.3824
4647,Anderson Silva,Michael Bisping,Michael Bisping,0.55,0.0,0.10204081632653061,0.34,0.0,0.8979591836734694
4648,Scott Askham,Chris Dempsey,Scott Askham,0.77,0.5,0.17768595041322313,0.6,0.25,0.8223140495867769
4649,David Teymur,Martin Svensson,David Teymur,0.61,1.0,0.6041666666666666,0.38,0.0,0.3958333333333333
4650,Daniel Omielanczuk,Jarjis Danho,Daniel Omielanczuk,0.57,0.0,0.21428571428571427,0.43,0.0,0.7857142857142857
4651,Gegard Mousasi,Thales Leites,Gegard Mousasi,0.47,0.0,0.7092651757188498,0.24,0.0,0.29073482428115016
4652,Brad Scott,Krzysztof Jotko,Krzysztof Jotko,0.41,0.0,0.8014184397163121,0.34,0.5,0.19858156028368795
4653,Mike Wilkinson,Makwan Amirkhani,Makwan Amirkhani,0.56,0.0,0.20341207349081364,0.64,0.5714285714285714,0.7965879265091863
4654,Alex Garcia,Sean Strickland,Sean Strickland,0.34,0.42857142857142855,0.5558510638297872,0.48,0.5,0.4441489361702128
4655,Daniel Sarafian,Oluwale Bamgbose,Oluwale Bamgbose,0.0,0.0,0.0,0.4,0.0,1.0
4656,Anthony Hamilton,Shamil Abdurakhimov,Shamil Abdurakhimov,0.51,0.0,0.7894736842105263,0.59,0.0,0.21052631578947367
4657,Donald Cerrone,Alex Oliveira,Donald Cerrone,0.66,0.5,0.39285714285714285,0.58,0.0,0.6071428571428571
4658,Cody Garbrandt,Augusto Mendes,Cody Garbrandt,0.26,0.0,1.0,0.28,0.0,0.0
4659,Jonavin Webb,Nathan Coy,Nathan Coy,0.27,0.375,0.07172995780590717,0.33,0.6,0.9282700421940928
4660,Dennis Bermudez,Tatsuya Kawajiri,Dennis Bermudez,0.76,0.8,0.36827195467422097,0.46,0.14285714285714285,0.6317280453257791
4661,Lauren Murphy,Kelly Faszholz,Lauren Murphy,0.55,0.3333333333333333,0.8604118993135011,0.52,0.0,0.13958810068649885
4662,James Krause,Shane Campbell,James Krause,0.42,0.14285714285714285,0.6263736263736264,0.63,0.6666666666666666,0.37362637362637363
4663,Marion Reneau,Ashlee Evans-Smith,Ashlee Evans-Smith,0.37,1.0,0.18333333333333332,0.25,0.5,0.8166666666666667
4664,Anthony Smith,Leonardo Guimaraes,Anthony Smith,0.56,0.4,0.5243362831858407,0.59,0.0,0.4756637168141593
4665,Chris Camozzi,Joe Riggs,Chris Camozzi,0.84,0.0,1.0,0.0,0.0,0.0
4666,Derek Brunson,Roan Carneiro,Derek Brunson,0.45,0.0,1.0,0.0,0.0,0.0
4667,Artem Lobov,Alex White,Alex White,0.21,0.0,0.7472118959107806,0.45,0.42857142857142855,0.2527881040892193
4668,Joshua Burkman,KJ Noons,Joshua Burkman,0.52,0.3,1.0,0.52,0.0,0.0
4669,Mike Pyle,Sean Spencer,Mike Pyle,0.42,0.25,0.773972602739726,0.24,0.0,0.22602739726027396
4670,Noad Lahat,Diego Rivas,Diego Rivas,0.53,1.0,0.933852140077821,0.55,1.0,0.06614785992217899
4671,Mickey Gall,Mike Jackson,Mickey Gall,0.5,0.0,1.0,0.5,0.0,0.0
4672,Joseph Benavidez,Zach Makovsky,Joseph Benavidez,0.33,0.0,0.30701754385964913,0.41,0.21052631578947367,0.6929824561403509
4673,Misha Cirkunov,Alex Nicholson,Misha Cirkunov,0.5,0.5,1.0,0.31,0.0,0.0
4674,Ovince Saint Preux,Rafael Cavalcante,Ovince Saint Preux,0.5,0.5,1.0,0.45,0.0,0.0
4675,Derrick Lewis,Damian Grabowski,Derrick Lewis,0.46,1.0,1.0,0.33,0.0,0.0
4676,Roy Nelson,Jared Rosholt,Roy Nelson,0.34,0.0,0.0,0.3,0.0,0.0
4677,Johny Hendricks,Stephen Thompson,Stephen Thompson,0.43,0.0,1.0,0.52,0.0,0.0
4678,Ray Borg,Justin Scoggins,Justin Scoggins,0.45,0.125,0.1267605633802817,0.47,0.6666666666666666,0.8732394366197183
4679,Anthony Johnson,Ryan Bader,Anthony Johnson,0.84,0.0,1.0,0.0,0.0,0.0
4680,George Sullivan,Alexander Yakovlev,Alexander Yakovlev,0.63,0.0,1.0,0.83,1.0,0.0
4681,Rafael Natal,Kevin Casey,Rafael Natal,0.62,0.5714285714285714,0.7186147186147186,0.32,0.0,0.2813852813852814
4682,Iuri Alcantara,Jimmie Rivera,Jimmie Rivera,0.38,0.0,0.007518796992481203,0.44,0.5,0.9924812030075187
4683,Matt Dwyer,Randy Brown,Randy Brown,0.47,0.125,0.45144356955380577,0.44,0.25,0.5485564304461942
4685,Olivier Aubin-Mercier,Diego Ferreira,Diego Ferreira,0.52,0.2,0.19,0.42,0.0,0.81
4686,Anthony Rocco Martin,Felipe Olivieri,Anthony Rocco Martin,0.42,0.2857142857142857,0.926923076923077,0.58,0.0,0.07307692307692308
4687,Josh Barnett,Ben Rothwell,Ben Rothwell,0.51,0.0,0.8,0.38,0.0,0.2
4688,Sage Northcutt,Bryan Barberena,Bryan Barberena,0.4,0.2,0.3010752688172043,0.54,1.0,0.6989247311827957
4689,Tarec Saffiedine,Jake Ellenberger,Tarec Saffiedine,0.41,0.0,0.5304347826086957,0.3,0.0,0.46956521739130436
4690,Alex Caceres,Masio Fullen,Alex Caceres,0.51,0.3333333333333333,0.9553571428571429,0.33,0.0,0.044642857142857144
4691,Dustin Ortiz,Wilson Reis,Wilson Reis,0.34,0.16666666666666666,0.035211267605633804,0.38,0.391304347826087,0.9647887323943662
4692,Chris Wade,Mehdi Baghdad,Chris Wade,0.38,1.0,1.0,0.2,0.0,0.0
4693,Travis Browne,Matt Mitrione,Travis Browne,0.44,0.6666666666666666,1.0,0.44,0.0,0.0
4694,Charles Rosa,Kyle Bochniak,Charles Rosa,0.39,0.125,0.5887850467289719,0.4,0.2,0.411214953271028
4695,Ilir Latifi,Sean O'Connell,Ilir Latifi,0.66,0.0,1.0,0.33,0.0,0.0
4696,Francimar Barroso,Elvis Mutapcic,Francimar Barroso,0.6,0.1,1.0,0.31,0.0,0.0
4697,Maximo Blanco,Luke Sanders,Luke Sanders,0.41,1.0,0.7073170731707317,0.54,0.0,0.2926829268292683
4699,Patrick Cote,Ben Saunders,Patrick Cote,0.66,0.0,0.4891304347826087,0.4,1.0,0.5108695652173914
4700,Tim Boetsch,Ed Herman,Ed Herman,0.42,0.0,0.34782608695652173,0.57,0.0,0.6521739130434783
4701,TJ Dillashaw,Dominick Cruz,Dominick Cruz,0.26,0.125,0.6857142857142857,0.37,0.36363636363636365,0.3142857142857143
4702,Paul Felder,Daron Cruickshank,Paul Felder,0.52,0.5,0.6775956284153005,0.55,0.375,0.3224043715846995
4703,Rob Font,Joey Gomez,Rob Font,0.47,0.2,0.7333333333333333,0.21,1.0,0.26666666666666666
4704,Ross Pearson,Francisco Trinaldo,Francisco Trinaldo,0.32,1.0,0.4881889763779528,0.45,0.3333333333333333,0.5118110236220472
4705,Scott Holtzman,Drew Dober,Drew Dober,0.55,0.4,0.4314079422382672,0.4,0.35714285714285715,0.5685920577617328
4706,Lorenz Larkin,Albert Tumenov,Albert Tumenov,0.44,0.0,0.45161290322580644,0.39,0.0,0.5483870967741935
4707,Sheldon Westcott,Edgar Garcia,Sheldon Westcott,0.41,1.0,1.0,0.33,0.0,0.0
4708,Kyle Noke,Alex Morono,Alex Morono,0.44,0.3333333333333333,0.7421875,0.34,0.0,0.2578125
4709,Justine Kish,Nina Nunes,Justine Kish,0.53,0.3,0.5166163141993958,0.52,0.5,0.48338368580060426
4710,Joe Soto,Michinori Tanaka,Michinori Tanaka,0.63,0.3333333333333333,0.04375,0.3,0.5,0.95625
4711,Abel Trujillo,Tony Sims,Abel Trujillo,0.36,0.0,0.5862068965517241,0.41,1.0,0.41379310344827586
4712,Robbie Lawler,Carlos Condit,Robbie Lawler,0.51,0.0,0.8076923076923077,0.35,0.0,0.19230769230769232
4713,Diego Brandao,Brian Ortega,Brian Ortega,0.51,0.6666666666666666,0.16260162601626016,0.26,0.0,0.8373983739837398
4714,Stipe Miocic,Andrei Arlovski,Stipe Miocic,0.73,0.0,1.0,0.58,0.0,0.0
4715,Michael McDonald,Masanori Kanehara,Michael McDonald,0.38,0.0,0.03314917127071823,0.88,1.0,0.9668508287292817
4716,Dustin Poirier,Joe Duffy,Dustin Poirier,0.52,0.5714285714285714,0.9859894921190894,0.37,0.0,0.014010507880910683
4717,Randa Markos,Karolina Kowalkiewicz,Karolina Kowalkiewicz,0.34,0.1111111111111111,0.7818627450980392,0.39,0.0,0.2181372549019608
4718,Sarah Kaufman,Valentina Shevchenko,Valentina Shevchenko,0.61,0.25,0.4382530120481928,0.72,0.4444444444444444,0.5617469879518072
4719,Junior Dos Santos,Alistair Overeem,Alistair Overeem,0.47,0.0,0.0,0.74,0.0,1.0
4720,Josh Samman,Tamdan McCrory,Tamdan McCrory,0.52,0.5,0.46454767726161367,0.73,0.5,0.5354523227383863
4722,Rafael Dos Anjos,Donald Cerrone,Rafael Dos Anjos,0.59,0.0,1.0,0.57,0.0,0.0
4723,Hayder Hassan,Vicente Luque,Vicente Luque,0.53,0.0,0.0,0.46,0.0,1.0
4724,Kamaru Usman,Leon Edwards,Kamaru Usman,0.6,0.46153846153846156,0.9420289855072463,0.45,0.0,0.057971014492753624
4725,Nik Lentz,Danny Castillo,Nik Lentz,0.44,0.5,0.3051948051948052,0.45,0.3333333333333333,0.6948051948051948
4726,Francis Ngannou,Luis Henrique,Francis Ngannou,0.55,0.0,0.0034482758620689655,0.5,0.16666666666666666,0.996551724137931
4727,Charles Oliveira,Myles Jury,Charles Oliveira,0.5,1.0,0.10185185185185185,0.31,0.0,0.8981481481481481
4728,CB Dollaway,Nate Marquardt,Nate Marquardt,0.42,0.0,0.42857142857142855,0.59,0.0,0.5714285714285714
4729,Michael Johnson,Nate Diaz,Nate Diaz,0.34,1.0,1.0,0.51,0.0,0.0
4730,Tecia Pennington,Jocelyn Jones-Lybarger,Tecia Pennington,0.57,0.0,0.7037815126050421,0.27,0.0,0.296218487394958
4731,Jacare Souza,Yoel Romero,Yoel Romero,0.57,0.14285714285714285,0.5645756457564576,0.5,0.0,0.4354243542435424
4732,Urijah Faber,Frankie Saenz,Urijah Faber,0.67,0.15384615384615385,0.4851063829787234,0.48,0.0,0.5148936170212766
4733,Court McGee,Marcio Alexandre Junior,Court McGee,0.58,0.15384615384615385,0.9883720930232558,0.47,0.0,0.011627906976744186
4734,Demian Maia,Gunnar Nelson,Demian Maia,0.81,0.25,0.8308080808080808,0.5,1.0,0.1691919191919192
4735,Jose Aldo,Conor McGregor,Conor McGregor,0.33,0.0,0.0,0.83,0.0,1.0
4736,Leonardo Santos,Kevin Lee,Leonardo Santos,0.66,1.0,1.0,0.21,0.0,0.0
4737,Chris Weidman,Luke Rockhold,Luke Rockhold,0.64,0.5,0.44574290484140233,0.65,0.5,0.5542570951585977
4738,Warlley Alves,Colby Covington,Warlley Alves,0.5,0.0,0.0,1.0,0.5,1.0
4739,John Makdessi,Yancy Medeiros,Yancy Medeiros,0.58,0.0,0.0,0.29,0.0,1.0
4741,Joe Proctor,Magomed Mustafaev,Magomed Mustafaev,0.69,0.0,0.0,0.66,0.0,1.0
4742,Tatsuya Kawajiri,Jason Knight,Tatsuya Kawajiri,0.73,0.75,1.0,0.66,0.0,0.0
