,Striking,Grappling,Wrestling,origin_elo
Gokhan Saki,1501.555591348785,1499.4974587462366,1501.0411320032797,2599.285729323136
Nathan Fletcher,1498.9082642009162,1502.7722608451172,1500.393096956542,2599.2748792403995
Puja Tomar,1502.3035728344626,1501.4542409769335,1498.3120685853166,2599.27295941908
Jamal Pogues,1502.4187617025932,1503.1286637541,1496.498693356464,2599.2626366977124
Naoki Inoue,1503.1204135090138,1500.3463760075197,1498.5102633875936,2599.219735802335
Magomed Gadzhiyasulov,1495.5774082052951,1504.2721715217929,1502.091997701313,2599.205055301963
JeongYeong Lee,1502.0956062432067,1505.899069415551,1493.8692748383091,2599.1669103517966
Pingyuan Liu,1493.9276729086548,1505.0900103513059,1502.7798110042309,2599.127351920924
Darren Uyenoyama,1497.8778840856676,1500.8984969304313,1503.0397538735724,2599.1273449843343
Tony Gravely,1491.2910560912792,1497.8196244385133,1512.514405475411,2599.0599200675633
Levan Makashvili,1497.9569273685997,1501.2926420413337,1502.2930641168582,2598.9688347097667
Stephanie Luciano,1501.497649096939,1495.041737962473,1504.948907804249,2598.9452098100664
Mark Godbeer,1497.883847485708,1501.9630096306832,1501.5723079716731,2598.897516048839
Chris Clements,1506.200972382385,1496.1969309192125,1498.9986170207683,2598.8927409817993
Sirwan Kakai,1496.7154292757823,1499.5487771652968,1505.0750547009425,2598.8563891860535
Shonie Carter,1493.3636244528893,1508.9843199939908,1498.8954456144115,2598.8182217520375
Nad Narimani,1493.451363232176,1497.365359947131,1510.2737264506009,2598.7356010792305
Carli Judice,1498.2176239345072,1495.2318788290277,1507.6557489724523,2598.7305126819574
Nick Maximov,1492.6543049957102,1500.1336034855053,1508.3008957437198,2598.7283995504304
Kevin Ferguson,1498.0273864639037,1503.2091116174465,1499.880418509924,2598.7237163028876
Erik Koch,1492.3630143182327,1485.3275493968922,1523.139392398282,2598.7110082072973
Scott Morris,1503.3233932667238,1503.2845798804087,1494.4671255592743,2598.7069365795355
Troy Mandaloniz,1504.0566469501473,1490.9131009079329,1506.073751565167,2598.704757537378
Nah-Shon Burrell,1499.9024565806758,1498.9791055938063,1502.1961572755324,2598.6994888206927
Mike Nickels,1499.4726851926841,1500.4814749716134,1501.1097878374019,2598.6907444929257
Mike Ciesnolevicz,1496.6960271882756,1502.1424216517146,1502.2117935917533,2598.6864230862866
Andrei Semenov,1500.2565092677241,1494.4591187089293,1506.3109056375529,2598.682396049019
Paul Jones,1496.3230651978715,1498.4527706893512,1506.254456889702,2598.681571553129
Tony Fryklund,1495.5963784275461,1502.940011665135,1502.4997295965156,2598.6809429530185
Loik Radzhabov,1491.802591159766,1505.5651275741136,1503.6392722595365,2598.6789692917896
Nick Denis,1501.500317347542,1492.9712710178064,1506.5336565890855,2598.67467712197
Rony Jason,1500.8683889338113,1498.872537603059,1501.261886387187,2598.655817225556
Anying Wang,1498.729584442575,1496.4348879595652,1505.8175254266982,2598.6523740331554
War Machine,1496.7733249597522,1501.234056627825,1502.976666682734,2598.648290877981
Eryk Anders,1507.1024847335639,1500.1610654918761,1493.6960957719702,2598.6475614119418
Dave Strasser,1499.2283664988752,1501.3134877072166,1500.4396792929647,2598.643321905349
Joe Ellenberger,1502.4345200464777,1497.308406967993,1501.2297192085714,2598.6405335173554
Melissa Martinez,1503.2361060926498,1498.448683584753,1499.2551968027549,2598.6214409062236
Igor Araujo,1494.4584889182936,1495.4810749331532,1510.9381277363843,2598.615755826686
Antonina Shevchenko,1490.00359396991,1504.7757412139065,1506.0864887678722,2598.6067907704405
Joe Slick,1499.9545044494034,1500.294996723583,1500.6519405390814,2598.596705773249
Mitch Gagnon,1487.6137366332514,1503.8316412309089,1509.3401940370888,2598.578853127823
Guangyou Ning,1494.7146137267498,1509.9433314616385,1496.1413252791076,2598.564893536758
Cheyanne Vlismas,1495.095637341173,1503.294711772128,1502.25968325699,2598.459180202384
Nick Ring,1496.5654631983903,1500.557161834771,1503.333693408415,2598.3441218031194
Semmy Schilt,1497.2604876169266,1501.4613708538125,1501.6369867026901,2598.2857532955495
John Gunther,1495.3515051421218,1499.0768703992235,1505.865003587123,2598.256530122687
Shamil Gamzatov,1499.6061101086061,1500.1707950507976,1500.5334978793169,2598.2555066922005
Bartosz Fabinski,1498.5395256862794,1495.5315852097804,1506.2173512190436,2598.2544412581015
Xiao Long,1499.42472327078,1498.1941189550425,1502.625509819059,2598.2193020578766
Wesley Correira,1503.8486981584558,1497.0556359258244,1499.3267339407112,2598.214221175667
Joe Duffy,1500.5777239655463,1480.440062965,1518.9662363996124,2598.209905495596
Jarred Brooks,1499.6895503672624,1501.8488416731723,1498.654896838736,2598.188828883408
Melissa Mullins,1502.7687043254057,1500.2902554248617,1497.1106116297772,2598.1772096370064
Dan Bobish,1499.0590413232658,1505.5376391373102,1495.5188591360218,2598.1528535218404
Todd Medina,1502.8553440407197,1502.7443038957388,1494.45397532154,2598.116108328724
Brad Kohler,1498.8328551448406,1498.7654549839617,1502.462257262323,2598.1129019372333
Nate Loughran,1499.643319511707,1500.3536183232968,1500.0652187563915,2598.1121465969404
Mackens Semerzier,1497.174289778113,1501.5861088953993,1501.296324312269,2598.11130435048
Ryan Loder,1498.5856537570453,1499.52180191746,1501.9435904143977,2598.106838615208
Steven Graham,1495.9088068000576,1507.9201603645024,1496.1710480891181,2598.0943349762665
Sai Wang,1501.5992318271046,1500.0985758951992,1498.3176763628392,2598.086189818939
Anthony Torres,1498.0742834596374,1498.971391466405,1502.9583868348386,2598.081158038566
Roman Mitichyan,1493.2785557758361,1503.9536479673875,1502.732677396952,2598.0690753117
Patrick Walsh,1500.9532664411274,1502.8233428761941,1496.1939489603026,2598.063709926932
Kevin Jackson,1497.061416485187,1502.1343457460698,1500.7707401494426,2598.05952431566
Steve Nelmark,1493.490124507399,1507.725359183779,1498.7167537907208,2598.0570468756027
Montserrat Rendon,1501.2957937302656,1500.9776351095318,1497.671714572197,2598.04609004552
Kyle Watson,1504.778603306812,1500.7847804642065,1494.3277082348645,2598.024037964518
Ken Stone,1488.8834379740674,1501.4527158824,1509.4904613220374,2598.017629410226
Jarjis Danho,1502.8130672229267,1498.963923581012,1498.1066477553936,2598.011448639568
Danny Henry,1491.144058166851,1496.5757555301589,1512.0795586686852,2598.0058094605283
Keith Rockel,1504.4077869732228,1495.858927950861,1499.5735236432004,2597.991045913679
Yanal Ashmouz,1491.3041444389619,1503.0418532934318,1505.3958548694072,2597.94910339494
James Wilks,1497.4375690229556,1506.6913659011477,1495.5856491480567,2597.925052641061
Fernando Padilla,1500.2569620064742,1495.496053312415,1503.9482300907673,2597.9106367069394
Akira Corassani,1504.3611988054113,1500.5983987262102,1494.5595668771148,2597.8080124741377
Viviane Pereira,1488.7026707070893,1501.9403094758154,1508.6273721383452,2597.694532265828
Tomasz Drwal,1493.7392937769641,1500.4681246082519,1505.0991003244317,2597.68839019158
Benito Lopez,1497.0076815364796,1502.240488698912,1500.0754443442272,2597.6883614456337
Andre Roberts,1496.0423657229364,1499.0931421132202,1504.0512220723645,2597.6129595045795
Lavar Johnson,1503.460540982902,1492.817589709079,1502.8942143040679,2597.612167708272
Nick Catone,1500.20115569287,1495.4798755639893,1503.4867040110878,2597.6019392696085
Joe Moreira,1497.7801026143088,1504.9533073772752,1496.3517949805391,2597.5562337540664
Ernesta Kareckaite,1504.488105423349,1492.6595476472046,1501.9201360175796,2597.5529021596003
Katsuhisa Fujii,1505.628658267027,1498.6521020298094,1494.7738517418509,2597.5420395759725
Bogdan Grad,1501.248098936146,1499.1788666050693,1498.5958147842123,2597.512761224362
Benji Radach,1497.2616701335853,1496.7983616415663,1504.9498608864797,2597.512642519055
Klaudia Sygula,1498.0445244068685,1501.5911332283797,1499.384710391837,2597.5118552669405
John Lewis,1495.5771464243112,1501.9651323875698,1501.4443002621897,2597.4959569948346
Orlando Wiet,1500.6376542454034,1499.0562256553342,1499.2995290064068,2597.495334874347
Tereza Bleda,1499.4029953170923,1499.1753079680495,1500.4005672660182,2597.486825498669
Trey Ogden,1488.7013069889622,1493.278661745285,1516.8467988791933,2597.4866610484237
Lance Gibson,1492.5918456947227,1500.2815708506027,1506.0662967110754,2597.4816457017255
Dwayne Cason,1498.7979483785891,1505.0387652330817,1495.116021256824,2597.4812592080475
Dan Cramer,1497.817199108082,1496.8207767818276,1504.3150855617864,2597.4781378095367
Jose Torres,1497.5584740135155,1501.6312479178714,1499.7576888454387,2597.4700985890263
Jason Saggo,1494.775190293295,1496.8916827729477,1507.2436568404116,2597.4643444245467
Benardo Sopaj,1500.9937483471965,1499.3683873247255,1498.5569714938088,2597.4527503496215
Galore Bofando,1493.6018740893878,1507.053779679312,1498.2287985479925,2597.4501315574075
Tanner Boser,1493.8433501743025,1489.038053690714,1515.8185270264933,2597.404105462949
Noad Lahat,1500.9547345626513,1498.0497799204243,1499.787792949213,2597.3797724255
Nicco Montano,1499.2964171891226,1498.3836634712566,1501.0973549626735,2597.3710975964946
Lance Benoist,1499.0861391896497,1499.4206150672476,1500.2525495382017,2597.3600339566033
Junie Browning,1499.091689183405,1507.0439471009613,1492.5785990012755,2597.35408161248
Jesus Pinedo,1493.5290979817119,1503.6426308126204,1501.4002938665203,2597.262630181561
Eddie Yagin,1494.9569739639576,1497.4175604887646,1506.158827263137,2597.2427913859465
Hunter Azure,1498.4797056566354,1503.4273913727097,1496.5033109982246,2597.163358208951
Ryan Janes,1508.022447015135,1495.7999867249064,1494.4116729388197,2597.0782716744498
Jonathan Meunier,1495.0349485619124,1501.742398075634,1501.4768519081179,2597.0738272939775
Hamdy Abdelwahab,1497.784320861474,1505.9153098460984,1494.529887165343,2597.067264411492
Travis Fulton,1498.0052661225113,1498.3374056816183,1501.8402222314166,2597.0288430642445
Nick Thompson,1499.4165802441976,1496.0262335047055,1502.6769219486464,2596.994898763288
Victor Hugo,1501.6898458243531,1496.9575964473602,1499.4606993532414,2596.9861046063256
Miguel Torres,1499.6117545208033,1498.3681402428867,1500.097238115192,2596.9663497613356
Bruno Lopes,1495.070972221585,1498.2015951449407,1504.739144771417,2596.9376437415385
Brian Melancon,1494.8844660931923,1502.8804861727785,1500.2437005939823,2596.9328993752574
Chance Rencountre,1494.7165628134003,1499.5654860043285,1503.6252309917127,2596.8756391554416
Ozzy Diaz,1496.8770728541185,1500.6301698169445,1500.4028033233453,2596.8712809882777
Tae Hyun Bang,1497.1791145331388,1508.2116302265958,1492.4658197551391,2596.8638481218804
Jutaro Nakao,1500.8292443708383,1494.6152133408398,1502.4291988984237,2596.8551277287656
Felipe Bunes,1500.1510231553957,1499.7450122008472,1497.9509532722286,2596.833697467876
Abubakar Nurmagomedov,1502.4149364646003,1495.115018721119,1500.2739509451837,2596.813718463851
Hector Sandoval,1494.4229924015722,1495.3418340217572,1507.9740975320076,2596.792860360929
Jose Ochoa,1503.6882397329234,1502.727878564368,1491.326279366942,2596.7909948349925
Paul Buentello,1501.3218788334566,1498.0223941297736,1498.42371085917,2596.788804358815
Chris Kelades,1498.7573366923689,1499.0904429885404,1499.8894350171624,2596.769922004043
Justin McCully,1493.8347439066658,1497.2713007255722,1506.5489213294436,2596.7389630916023
Danny Castillo,1491.3027194099707,1511.515264982975,1494.7853144973933,2596.7374402571386
Pascal Krauss,1494.4084487708515,1500.991927572275,1502.2643151845455,2596.7347671781436
Edgar Chairez,1493.6860687541928,1497.3636549517137,1506.374605626125,2596.6055610423336
Dan Christison,1498.0133097305857,1499.9151638788326,1499.5179511148049,2596.602291587834
Joe Stevenson,1496.963947303028,1495.6669526643536,1504.6577146061095,2596.5198884162273
Brianna Fortino,1496.8331147013525,1502.0284184394682,1498.4355323313805,2596.518397319678
Dustin Hazelett,1497.0151518023188,1508.5012539348954,1491.7123434022453,2596.5045952794867
Sultan Aliev,1492.7027049168425,1499.4440949597617,1504.9981879746106,2596.4424709557147
Jimmy Crute,1484.5590386613283,1499.014680831685,1513.3679896433766,2596.3904222395367
Mike Wilkinson,1493.348112084327,1494.2371341142816,1509.4380492826158,2596.3891121043457
Carlos Vera,1497.4720095781818,1497.2584468335872,1502.1963751091557,2596.3049176619706
Thomas Petersen,1498.0396327339786,1500.5293022880858,1498.3198427894554,2596.2806627103205
Kevin Jousset,1486.267320427451,1503.3819904349195,1507.0219327661569,2596.2016606521343
Rei Tsuruya,1500.5598239007238,1500.7885952058227,1495.3497822623624,2596.173561978654
Robert McDaniel,1503.2926078027103,1496.5573235162553,1496.7612053504708,2596.1253038107784
Tony Kelley,1495.8753799005349,1498.3155736578108,1502.4002984323938,2596.112356426018
Shinsho Anzai,1500.8339884072059,1491.3311199505686,1503.8053507457025,2595.7661110012787
Gabriella Fernandes,1489.0756979251173,1496.0018728785162,1510.7832712199456,2595.733832735021
Caolan Loughran,1498.6363705369456,1506.0211361018214,1491.161348802237,2595.6834941192806
Mike van Arsdale,1495.6651710540182,1503.2027160214614,1496.9477356663483,2595.6666258737755
Amaury Bitetti,1498.7357524787847,1497.8240580751615,1499.2028740609776,2595.6299856296137
Scott Ferrozzo,1499.7291322136346,1500.0070787476436,1495.9913086289775,2595.611431203974
Adam Fugitt,1498.085644629831,1501.276002310697,1496.3455494319896,2595.600168952238
Mayra Bueno Silva,1495.466438042227,1500.066760698931,1500.144361259672,2595.583413894394
Albert Duraev,1498.1161854207157,1495.7196845068802,1501.738583205157,2595.524658316293
Fatima Kline,1497.4915517619327,1495.3165390932816,1502.6972604855387,2595.4867667462713
Jafel Filho,1494.0115868923829,1498.4330666190342,1502.9552134125368,2595.428028366409
TJ Waldburger,1500.8933024816474,1504.2411813711747,1490.0899655580738,2595.3401207980573
Bill Algeo,1487.7253706859588,1508.2887125395591,1499.1326970989046,2595.3150988787374
Mounir Lazzez,1483.833012707481,1504.5717038298908,1506.6681149775409,2595.292898741126
Anthony Smith,1495.078932715704,1495.624936446394,1504.381213020096,2595.2490823923677
Marcio Cruz,1500.9570361080537,1498.6437101196116,1495.4939926024788,2595.2470549127784
Buddy Roberts,1497.539874383384,1498.934948104965,1498.587861984816,2595.2258541612246
Alessandro Costa,1494.6718787012915,1491.286183556762,1508.8904583463566,2595.135626809593
Bekzat Almakhan,1497.5058775401528,1494.6083033351713,1502.6686661152828,2595.0705103696946
Volkan Oezdemir,1505.062260853889,1489.110121382318,1500.4083840033647,2594.973348887705
Antonio Carvalho,1497.8603669286076,1497.347755288232,1499.40995173679,2594.9693991354757
Paul Craig,1478.344025340061,1522.7730795067855,1492.8885925350978,2594.8131452285074
Morgan Charriere,1497.7020771767086,1498.7054991705215,1497.9246118960325,2594.804005729001
Waylon Lowe,1498.0109415094037,1501.9720700636578,1494.3097905208358,2594.7868178676304
Gan McGee,1496.5932658023903,1495.5011981349894,1502.0236265042406,2594.684992719772
Dave Beneteau,1492.432467395888,1510.7670594543054,1490.509070695852,2594.4920634868395
Rich Clementi,1481.4275520614929,1500.7260645100719,1511.3311957311635,2594.403263931223
Gary Goodridge,1504.674612607358,1496.811388502265,1492.0849072181782,2594.379963097823
Siyar Bahadurzada,1499.2911412725164,1496.1501723018876,1497.903138584944,2594.234584026633
Gabe Green,1492.298228817281,1505.2590720191952,1495.6583425115323,2594.1767008343177
Antoni Hardonk,1499.270147087992,1490.7907442126495,1503.1343560631617,2594.1628532836503
Jamall Emmers,1498.3460816572945,1501.470776736617,1493.2677508343575,2594.090216143943
Ismael Bonfim,1491.907994092008,1501.2987791744556,1499.8644543201804,2594.0857481046232
Nick Diaz,1495.4038206068067,1474.506013817195,1522.6322371621677,2593.9948922682897
Keith Hackney,1502.3801343921123,1494.583987285134,1495.4462969634792,2593.701407326405
Ross Pearson,1509.1336566796733,1517.6253693750757,1464.7298052768156,2593.4734542617657
Gabriel Santos,1494.1592512791433,1498.4373509612624,1499.27295959972,2593.3850023330046
Miesha Tate,1492.542972470695,1493.0674917105275,1506.2164048078657,2593.380596361968
Anthony Pettis,1504.9037064649751,1486.485536118762,1500.2879666386182,2593.3064604213173
Diego Nunes,1498.5435079355748,1486.3902757960066,1506.6241451788442,2593.24218151577
John Castaneda,1500.0891764728156,1489.139752727364,1502.1585632412487,2593.1226522559277
Falaniko Vitale,1498.4230697794012,1497.2606787573593,1495.6554625727251,2593.0766473291346
Tatsuya Kawajiri,1498.8539396577105,1494.7249907779449,1497.1442501670467,2592.7218972137784
Steve Erceg,1484.1539845452558,1495.9200840504363,1510.2628726056641,2592.5631896017762
